Total Length of Bwd Packets,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
79427,963,1657,390,218623,1543,1112,74401,65038,65421,ATTACK
11744,244,400,106,12862,451,231,11487,64614,58069,BENIGN
78937,1026,1950,557,135839,1531,1149,61441,65009,65449,ATTACK
59343,1135,1712,347,152286,1854,1131,58931,65165,65023,ATTACK
11499,260,475,130,20874,459,273,13428,62809,64136,BENIGN
9454,351,539,102,7331,538,212,12264,63198,59830,BENIGN
10984,244,371,81,21614,521,215,11175,65129,60346,BENIGN
10359,263,474,109,10077,450,271,7895,64644,62237,BENIGN
62928,1356,1232,380,250511,1370,1324,43758,65332,65467,ATTACK
9140,285,525,119,18446,515,248,7151,63465,59080,BENIGN
13381,377,495,87,20562,487,265,13336,63728,60845,BENIGN
13676,399,450,139,11164,390,231,9735,62435,60990,BENIGN
53161,1175,1670,390,176384,1555,1299,51905,65025,65053,ATTACK
9147,246,442,126,21492,374,242,9307,63409,59867,BENIGN
74676,1476,1592,504,261502,1655,1326,63483,65045,65339,ATTACK
10813,312,361,96,10634,491,298,9428,60058,62386,BENIGN
75107,1116,1809,555,277779,1457,1194,54361,65445,65380,ATTACK
13926,212,512,126,21268,442,244,9235,64422,59625,BENIGN
11886,249,376,95,20389,462,244,12562,62982,64906,BENIGN
71507,1150,1589,476,220467,1861,859,67679,65133,65162,ATTACK
12418,395,401,138,22002,422,250,13069,62301,63949,BENIGN
70057,1035,1835,396,256934,1987,885,67853,65032,65085,ATTACK
73105,1003,1828,594,271905,1727,1076,69587,65403,65452,ATTACK
9621,375,354,85,8664,521,221,7801,62509,64503,BENIGN
77115,1067,1399,432,278133,1268,1187,69591,65354,65120,ATTACK
66095,927,1613,321,290692,1383,1198,76063,65240,65129,ATTACK
71166,900,1234,513,163699,1922,1206,42716,65044,65057,ATTACK
43803,981,1818,437,118982,1687,918,54079,65048,65351,ATTACK
11276,268,424,102,18620,539,295,10942,60255,59004,BENIGN
14353,247,432,127,6725,380,276,13150,63826,63192,BENIGN
51387,1409,1355,471,276497,1683,1223,61467,65245,65167,ATTACK
74724,1129,1755,359,110778,1552,1086,54791,65531,65458,ATTACK
41372,1436,1804,342,131896,1458,934,76672,65314,65162,ATTACK
14520,276,413,103,18145,365,251,7788,64267,64613,BENIGN
13583,210,469,132,10361,417,255,13318,60278,61825,BENIGN
64269,834,1999,361,156481,1885,1033,56992,65325,65327,ATTACK
9139,366,486,136,18760,493,228,12568,62257,61679,BENIGN
65890,1248,1995,486,225009,1423,1286,48181,65431,65417,ATTACK
40282,1319,1674,430,164174,1818,925,67868,65041,65208,ATTACK
14344,314,412,133,11514,360,255,7104,63973,58942,BENIGN
13720,221,360,106,22018,442,334,10047,62586,62306,BENIGN
50239,818,1587,405,214432,1404,1019,79582,65332,65434,ATTACK
71758,1068,1896,369,118673,1900,1304,54505,65199,65229,ATTACK
8198,370,354,145,18029,436,237,8767,64809,59027,BENIGN
13005,240,377,90,11377,457,309,8871,64158,63874,BENIGN
65345,1206,1929,597,267083,1675,875,74065,65375,65047,ATTACK
54925,1499,1244,397,186862,1246,1191,55455,65058,65471,ATTACK
47786,1124,1352,484,153923,1284,981,60600,65172,65014,ATTACK
8286,256,376,109,18061,384,230,9261,65000,63363,BENIGN
9918,302,539,94,15521,383,305,13449,62139,63943,BENIGN
78006,1136,1331,454,280980,1375,1143,57689,65374,65514,ATTACK
10026,388,459,103,6181,527,249,9821,61503,62859,BENIGN
78309,990,1531,361,192593,1787,1039,67732,65094,65016,ATTACK
14789,378,382,115,14539,524,321,8731,63828,59948,BENIGN
55644,1362,1309,453,290505,1527,1331,42632,65044,65132,ATTACK
42840,1131,1520,596,280245,1251,1379,59228,65335,65149,ATTACK
41648,903,1546,531,262931,1593,803,73827,65121,65156,ATTACK
14977,233,389,127,14703,409,320,7299,60638,64275,BENIGN
11001,203,370,84,19948,395,218,10702,61061,62399,BENIGN
11898,361,399,89,11326,382,340,10819,64382,61241,BENIGN
8797,339,422,106,22798,403,203,9473,62114,60235,BENIGN
78858,1423,1527,543,275451,1329,1022,66014,65339,65440,ATTACK
9736,227,388,143,8764,354,277,10909,61716,58604,BENIGN
78529,992,1759,341,134169,1727,1098,43389,65144,65411,ATTACK
8919,341,379,80,7953,363,315,10367,62075,61548,BENIGN
76030,1200,1612,316,292841,1833,1175,53309,65509,65468,ATTACK
69719,915,1887,393,224142,1953,1334,74380,65485,65151,ATTACK
8978,264,437,107,10822,536,282,13277,60827,58469,BENIGN
11705,329,376,116,9883,370,211,11545,64282,64880,BENIGN
12308,301,421,149,21095,355,342,10350,64313,60782,BENIGN
40449,903,1379,490,262508,1773,1038,43431,65253,65487,ATTACK
77801,868,1376,333,271964,1406,962,71835,65210,65453,ATTACK
68830,1266,1859,571,193152,1466,1166,50991,65098,65039,ATTACK
60251,944,1586,548,187819,1339,1201,51301,65020,65355,ATTACK
59535,1018,1485,313,222657,1404,960,48235,65394,65219,ATTACK
9655,256,507,98,9684,453,339,10888,64761,60254,BENIGN
47516,1425,1965,497,158763,1539,1154,46558,65490,65164,ATTACK
43423,1428,1944,401,181053,1725,922,49683,65364,65343,ATTACK
53053,1426,1555,470,233191,1271,1148,74841,65348,65287,ATTACK
10688,334,450,103,10625,542,283,10986,61956,60320,BENIGN
11415,399,501,86,12590,399,270,11504,63528,62690,BENIGN
62815,1295,1675,462,179923,1547,1014,55512,65523,65003,ATTACK
11424,329,534,128,24246,382,344,12061,60844,62649,BENIGN
10949,274,452,124,12608,471,242,11800,63021,64366,BENIGN
9279,358,418,80,13915,367,345,12617,63750,59592,BENIGN
75841,1325,1560,590,238449,1651,1132,58174,65202,65473,ATTACK
9779,374,529,96,21795,469,217,12433,60862,61299,BENIGN
48490,908,1509,326,264898,1460,1171,61804,65094,65180,ATTACK
66512,879,1561,382,114155,1574,1186,45238,65179,65273,ATTACK
50456,1482,1813,518,168924,1543,1344,55999,65413,65250,ATTACK
46737,1385,1726,525,219777,1908,968,66366,65532,65166,ATTACK
9691,377,396,137,22775,506,249,7303,63551,59687,BENIGN
77004,1152,1801,414,289648,1629,997,41664,65029,65396,ATTACK
14307,299,436,119,6560,396,238,12023,60756,63959,BENIGN
42475,1176,1690,570,205856,1747,1176,45494,65167,65154,ATTACK
58912,1303,1437,326,221363,1895,1376,76162,65510,65338,ATTACK
13114,345,422,106,14306,491,339,11612,64654,63495,BENIGN
68846,1033,1385,502,146191,1439,928,43929,65040,65128,ATTACK
65170,867,1732,586,180634,1428,1093,44976,65191,65399,ATTACK
11251,258,442,99,8265,356,306,11093,62408,60300,BENIGN
11100,280,464,80,10378,384,278,7847,65533,60406,BENIGN
9923,323,495,148,14476,402,310,9987,63430,64276,BENIGN
54195,926,1518,361,273180,1828,817,45056,65309,65076,ATTACK
12701,202,449,84,15234,532,303,11330,60292,60463,BENIGN
13349,343,514,118,17656,506,225,13721,64674,62189,BENIGN
10630,265,512,114,20048,538,322,10292,63944,59906,BENIGN
41898,889,1529,540,263062,1785,1264,73213,65376,65143,ATTACK
41124,1299,1435,587,168926,1726,1389,71163,65467,65385,ATTACK
11673,332,549,81,23035,472,203,8338,62167,61269,BENIGN
61957,1245,1914,324,230637,1752,856,66959,65033,65202,ATTACK
65701,1469,1773,405,255418,1525,827,46556,65047,65057,ATTACK
13481,281,414,104,17308,539,281,9427,60481,62419,BENIGN
71181,858,1539,307,155676,1289,1347,47449,65476,65444,ATTACK
13686,315,477,99,6492,413,321,10800,61095,62975,BENIGN
13078,333,512,143,7389,535,309,11113,63980,60962,BENIGN
12528,386,492,149,15857,491,202,13894,60073,58137,BENIGN
8917,332,546,87,15268,393,215,12453,63415,64336,BENIGN
72038,1007,1636,527,296919,1765,1368,51233,65510,65516,ATTACK
11143,305,525,113,6280,497,313,13161,64010,62128,BENIGN
9540,357,417,127,7630,454,225,9412,64509,64232,BENIGN
49530,983,1285,347,187845,1783,1361,44712,65430,65001,ATTACK
8168,289,467,85,14825,392,337,7067,63369,61600,BENIGN
13761,314,407,140,16585,483,238,9839,63397,63710,BENIGN
63703,838,1374,386,238113,1703,1383,74411,65472,65062,ATTACK
75109,1106,1449,414,296549,1947,1399,67023,65054,65522,ATTACK
74415,812,1987,591,155637,1666,1366,54169,65162,65170,ATTACK
47370,1361,1352,308,182442,1967,1267,67381,65288,65410,ATTACK
56516,861,1692,562,298165,1535,920,68913,65383,65108,ATTACK
74223,1238,1670,506,270018,1760,1227,46398,65214,65072,ATTACK
49659,1310,1583,501,206526,1382,1345,71606,65359,65530,ATTACK
9591,372,416,97,11306,533,240,13503,62855,63430,BENIGN
10830,237,547,148,23910,528,331,13517,65037,64116,BENIGN
12700,259,381,126,14345,357,339,9804,64378,62909,BENIGN
68555,1226,1911,424,165795,1695,1000,67079,65053,65519,ATTACK
10126,375,483,93,12729,495,320,10362,62416,58717,BENIGN
44582,1235,1984,313,166491,1362,806,41616,65522,65214,ATTACK
13902,365,511,109,20181,543,242,10888,63956,61684,BENIGN
14447,208,385,94,11079,526,283,7676,64303,58062,BENIGN
64497,1143,1791,593,264540,1863,846,65234,65158,65497,ATTACK
43850,1299,1646,465,144232,1247,1273,64066,65316,65351,ATTACK
51586,1212,1201,541,171918,1207,1257,58086,65502,65258,ATTACK
8524,364,477,138,8682,524,304,11707,63178,64202,BENIGN
9153,285,543,142,17204,419,239,10108,63288,60015,BENIGN
44184,1281,1287,438,243316,1922,1019,43641,65442,65518,ATTACK
55623,1180,1344,453,209253,1834,1221,47141,65303,65324,ATTACK
12451,284,408,96,8838,498,281,13073,60689,64423,BENIGN
67556,1235,1813,350,148432,1691,1339,63302,65497,65355,ATTACK
11953,342,375,134,18057,375,239,7759,63854,61410,BENIGN
10012,253,420,89,9189,379,225,8346,65508,61100,BENIGN
14121,320,521,109,8771,413,232,13489,61491,63520,BENIGN
11389,242,463,95,10424,486,222,8440,63495,60040,BENIGN
75423,895,1317,424,279035,1896,1144,43216,65442,65220,ATTACK
44426,1477,1259,559,110975,1270,1333,56438,65379,65387,ATTACK
11123,399,511,142,12331,546,282,11925,60982,59084,BENIGN
8067,391,460,111,22784,457,346,8758,63837,60490,BENIGN
11015,290,533,121,23781,352,339,8257,60936,64211,BENIGN
9124,219,377,147,24621,549,346,12194,62017,61054,BENIGN
11981,280,357,142,15690,441,244,7448,61751,63847,BENIGN
13385,325,484,95,19520,488,279,7364,62866,64606,BENIGN
11849,330,400,127,10822,525,216,10364,61158,61009,BENIGN
8437,245,503,80,23292,525,212,7779,64243,63175,BENIGN
12693,294,512,148,17263,534,217,8760,64440,64037,BENIGN
14248,345,352,141,17751,400,225,12204,65274,64798,BENIGN
62363,1488,1801,305,272845,1820,1348,76443,65252,65441,ATTACK
13460,246,383,106,24030,498,335,11638,64402,60257,BENIGN
11437,292,410,139,17382,464,269,10261,62350,61122,BENIGN
10783,325,501,123,13389,353,333,12431,60124,64814,BENIGN
52393,1228,1537,476,239932,1773,1187,52434,65486,65238,ATTACK
57032,1395,1522,363,126003,1661,961,78222,65352,65533,ATTACK
11254,236,538,134,10472,351,237,7265,63553,61632,BENIGN
47559,1148,1803,374,238224,1972,840,60049,65376,65411,ATTACK
14571,328,366,121,13834,493,220,8640,63846,59148,BENIGN
10656,310,510,83,18640,513,203,11437,61713,61180,BENIGN
12113,227,536,82,24244,545,339,10748,61660,63478,BENIGN
12115,343,465,108,6031,486,202,11981,64163,60109,BENIGN
46074,1367,1277,598,262511,1632,1383,60622,65064,65008,ATTACK
59997,1172,1366,334,204906,1624,1205,63120,65371,65476,ATTACK
8528,356,484,89,17880,491,221,9311,61040,60733,BENIGN
8746,280,379,88,14039,368,285,13094,65468,62370,BENIGN
8925,399,350,127,16630,353,252,7238,60002,62311,BENIGN
78679,893,1795,301,145937,1541,1230,46279,65442,65109,ATTACK
67648,1018,1361,429,104663,1590,922,47830,65359,65425,ATTACK
51064,926,1862,362,216954,1657,1071,70936,65215,65439,ATTACK
70802,1116,1948,379,138854,1806,1052,74562,65264,65273,ATTACK
10017,250,488,103,8268,395,235,12588,64046,61724,BENIGN
73812,1225,1682,519,164910,1313,1010,57393,65156,65032,ATTACK
68335,1221,1460,463,245897,1616,1072,76348,65346,65456,ATTACK
12914,240,435,136,18195,372,314,10868,61759,63498,BENIGN
40582,1141,1553,408,111109,1976,1000,41414,65329,65418,ATTACK
9710,291,458,126,24950,491,279,8791,61802,58682,BENIGN
63528,1041,1671,360,209429,1409,1186,69962,65428,65335,ATTACK
14636,335,436,119,8320,459,322,11595,63947,59488,BENIGN
10387,302,538,92,12829,468,318,11009,62580,63693,BENIGN
14276,339,356,127,12592,520,330,9971,63194,63995,BENIGN
41274,894,1933,369,279979,1945,1385,53189,65050,65323,ATTACK
13641,200,350,124,19829,526,224,10628,61726,59392,BENIGN
12532,323,359,113,14730,484,205,11516,61331,62267,BENIGN
12560,226,484,101,7346,412,214,8927,60479,61844,BENIGN
41005,1023,1418,470,127808,1706,1198,77180,65359,65517,ATTACK
45767,1321,1524,576,147592,1708,1074,48893,65005,65162,ATTACK
66514,1490,1586,317,110866,1882,1160,69519,65265,65244,ATTACK
61431,912,1528,338,124124,1563,847,53326,65477,65090,ATTACK
14459,345,497,95,13926,536,203,8907,60420,61987,BENIGN
45813,1440,1656,343,281520,1704,1132,69396,65107,65517,ATTACK
8895,373,419,145,15050,534,215,9749,62109,59055,BENIGN
10667,312,441,87,13987,426,255,12665,65433,58768,BENIGN
12431,350,498,109,9029,482,315,13678,60322,59617,BENIGN
56472,1136,1898,311,148617,1382,1332,40531,65490,65495,ATTACK
8327,261,519,93,20942,515,290,12635,63966,62863,BENIGN
11803,353,445,84,19074,516,323,8329,62028,64776,BENIGN
48876,1430,1330,547,275823,1844,968,49706,65160,65186,ATTACK
48432,853,1828,383,213130,1224,1345,57826,65409,65002,ATTACK
68867,1130,1784,356,130233,1576,1357,51534,65303,65170,ATTACK
72993,961,1959,310,100586,1646,1101,72113,65015,65198,ATTACK
52744,1159,1670,460,155869,1920,1116,53748,65298,65531,ATTACK
64941,1449,1223,475,257228,1999,910,62158,65100,65491,ATTACK
11280,271,382,98,23085,418,243,8416,62656,64557,BENIGN
11179,294,498,87,20225,500,336,9323,61052,60813,BENIGN
58609,1093,1431,403,153836,1923,1077,68774,65039,65506,ATTACK
14376,391,469,110,11670,454,306,13541,60826,60645,BENIGN
71171,1263,1409,388,247666,1360,1179,53716,65177,65372,ATTACK
58600,924,1655,380,221964,1477,846,50074,65334,65457,ATTACK
46901,1044,1693,485,242595,1450,1369,65900,65277,65367,ATTACK
70750,1172,1566,510,258120,1310,1363,66960,65533,65231,ATTACK
67710,1135,1398,454,294457,1874,1116,49403,65329,65518,ATTACK
44305,1149,1945,356,156862,1247,815,58195,65330,65421,ATTACK
73917,966,1962,530,238649,1820,1325,70637,65125,65528,ATTACK
12008,372,457,121,11501,532,247,7659,62471,63655,BENIGN
9084,223,360,145,16964,364,293,11727,60113,61359,BENIGN
58806,835,1674,385,229086,1505,1053,46815,65146,65238,ATTACK
73564,1012,1972,495,186579,1988,878,55778,65115,65047,ATTACK
10805,357,427,144,23919,479,233,8124,62768,58602,BENIGN
12194,348,440,110,11530,531,313,11116,64876,63052,BENIGN
61441,1085,1781,506,151049,1763,1253,68107,65073,65200,ATTACK
66323,1465,1515,466,198656,1292,1080,52493,65045,65167,ATTACK
53634,1382,1891,466,211920,1464,945,50645,65180,65078,ATTACK
59808,1391,1992,530,290214,1760,931,74700,65043,65187,ATTACK
9856,387,477,83,23776,484,266,8568,62937,59625,BENIGN
56052,1449,1519,483,172383,1524,1220,48578,65522,65324,ATTACK
67851,1146,1384,535,140157,1246,941,64307,65073,65318,ATTACK
10988,290,542,113,17796,360,343,9747,63652,62692,BENIGN
10274,246,439,81,13078,453,246,11160,60258,60211,BENIGN
12501,213,427,95,19523,506,296,12967,62819,58589,BENIGN
8361,390,485,133,13869,439,284,7641,60250,64492,BENIGN
9859,293,409,98,13547,501,222,11917,64060,64682,BENIGN
9182,293,473,142,24059,462,343,11786,63872,58950,BENIGN
14366,300,512,136,8452,484,341,8680,60388,59271,BENIGN
64188,1064,1749,391,298429,1712,1165,63819,65335,65043,ATTACK
62655,1381,1678,502,116029,1358,1173,51314,65273,65184,ATTACK
9649,246,526,93,22222,412,252,13805,63758,61372,BENIGN
9139,308,465,142,17622,439,233,9898,62382,63127,BENIGN
13137,274,408,95,20659,532,296,9473,64573,61716,BENIGN
12067,206,506,121,10526,405,201,9113,63695,62230,BENIGN
12955,382,518,136,19797,377,326,7488,65378,64968,BENIGN
63920,927,1376,330,192039,1931,1344,73623,65084,65306,ATTACK
40958,935,1721,301,261592,1728,951,66177,65532,65448,ATTACK
70786,1052,1809,333,264931,1592,905,58300,65239,65452,ATTACK
13563,284,500,130,17212,418,208,12888,63294,60605,BENIGN
14065,234,478,126,11872,467,289,7937,64768,62342,BENIGN
55300,945,1763,395,227721,1799,1198,66587,65234,65291,ATTACK
48398,969,1900,480,120013,1405,1394,56429,65195,65516,ATTACK
76674,1196,1584,390,213218,1970,889,65461,65494,65096,ATTACK
13358,242,410,148,19885,407,244,9636,62863,63942,BENIGN
13799,259,493,106,9222,513,346,13370,64339,58797,BENIGN
62463,1446,1937,310,156754,1834,1251,71794,65437,65350,ATTACK
57545,1132,1907,420,250887,1240,858,65764,65390,65003,ATTACK
10268,294,379,117,8570,532,254,8169,63145,64540,BENIGN
13044,242,398,98,18290,411,298,12086,63268,58290,BENIGN
65754,1187,1343,531,177316,1430,918,55719,65274,65288,ATTACK
8253,318,535,91,22731,548,347,8305,64593,62497,BENIGN
79020,1180,1450,443,228803,1539,1375,47721,65154,65182,ATTACK
57578,1043,1628,451,135221,1816,845,46760,65046,65270,ATTACK
77712,1404,1519,531,298646,1696,848,45738,65410,65161,ATTACK
14799,237,397,89,8079,417,262,8297,63495,62326,BENIGN
48731,1024,1748,332,275370,1328,1395,69283,65332,65298,ATTACK
71692,849,1779,340,177438,1420,1367,65582,65102,65501,ATTACK
13314,259,423,80,8062,445,273,13028,64206,60411,BENIGN
11623,361,502,92,20437,394,339,12950,60973,60352,BENIGN
9185,392,386,119,11932,364,339,9980,64715,60639,BENIGN
11766,213,472,89,11441,381,323,7715,64983,59776,BENIGN
14130,227,479,105,14041,477,344,7345,61405,61379,BENIGN
64797,1207,1460,572,247737,1615,857,76023,65263,65332,ATTACK
64542,976,1536,406,144375,1741,1003,72269,65266,65184,ATTACK
59935,1425,1836,388,256594,1598,900,69851,65492,65037,ATTACK
70819,1106,1858,450,105160,1593,1138,70926,65514,65385,ATTACK
40136,1453,1969,343,273347,1461,1397,55943,65281,65321,ATTACK
10475,227,457,98,9550,367,349,7966,61146,60078,BENIGN
12652,251,505,119,21694,506,287,13690,61136,62932,BENIGN
79848,1035,1876,566,225659,1943,1114,69594,65074,65364,ATTACK
11108,344,476,95,13744,513,242,12515,62356,62969,BENIGN
59064,1117,1534,529,169224,1424,945,53650,65373,65416,ATTACK
11985,277,417,120,10136,435,327,9400,61623,60138,BENIGN
76596,889,1841,581,252077,1835,1317,78925,65469,65183,ATTACK
14518,249,503,107,24639,546,266,13629,62690,64849,BENIGN
76524,1474,1938,360,184252,1514,1137,44359,65103,65128,ATTACK
12038,382,397,113,19026,395,249,8823,62397,60087,BENIGN
13278,273,533,100,20685,525,322,7429,63535,59533,BENIGN
71055,813,1226,450,151220,1634,1302,46852,65450,65322,ATTACK
44498,1063,1615,532,253704,1995,1245,66268,65514,65473,ATTACK
76750,1020,1873,585,214347,1506,1136,76926,65347,65348,ATTACK
74346,1045,1629,319,291421,1520,869,70333,65381,65072,ATTACK
12583,256,548,122,21081,395,327,7996,60758,61686,BENIGN
66797,1189,1295,360,293734,1285,992,59744,65082,65500,ATTACK
9490,208,368,134,24853,496,317,12862,64280,63351,BENIGN
8752,394,490,104,17786,517,341,12139,60188,58096,BENIGN
47547,1115,1636,561,198805,1828,1006,55944,65352,65072,ATTACK
40016,1393,1313,323,265340,1477,805,43351,65047,65337,ATTACK
10504,231,467,113,15836,439,246,11258,63374,59235,BENIGN
51842,991,1956,528,119939,1420,1282,63428,65265,65450,ATTACK
43992,1353,1240,568,148804,1876,1008,76179,65481,65448,ATTACK
10500,213,518,112,15181,452,241,8700,64330,60089,BENIGN
14433,237,413,96,15486,519,294,10727,64989,61812,BENIGN
9485,253,427,95,10120,428,310,11949,62630,62676,BENIGN
77216,972,1799,339,207203,1864,1045,61337,65379,65273,ATTACK
9190,369,500,80,17821,388,243,10353,63751,64008,BENIGN
8065,283,385,129,24777,486,272,11530,62145,63278,BENIGN
8833,345,478,148,7598,381,223,9888,65511,61093,BENIGN
53725,1013,1578,432,142550,1228,885,71002,65031,65168,ATTACK
45205,875,1295,424,197146,1816,1328,44934,65488,65257,ATTACK
63713,906,1240,420,102229,1942,872,64578,65181,65009,ATTACK
8613,204,486,117,19180,353,274,12337,61364,60043,BENIGN
13636,393,463,149,14224,445,315,12604,64294,63148,BENIGN
9398,361,407,148,14166,353,260,9857,65037,62183,BENIGN
11233,314,392,96,19770,434,286,8727,63300,64533,BENIGN
63156,870,1249,352,296042,1926,1322,57533,65152,65424,ATTACK
13487,282,451,121,11116,549,218,11297,62560,59520,BENIGN
60797,1172,1915,369,294559,1553,1055,79835,65410,65096,ATTACK
49795,1226,1275,504,182350,1644,854,78823,65526,65133,ATTACK
9313,249,518,146,9140,376,266,12314,64029,59278,BENIGN
14774,208,367,83,10270,385,254,9501,63988,63874,BENIGN
12256,394,516,104,12571,503,314,9763,64269,60865,BENIGN
13611,214,469,116,17835,361,307,11954,63225,62379,BENIGN
11544,271,394,147,23611,544,333,10857,61142,60924,BENIGN
64344,1119,1946,522,215378,1573,1351,63199,65450,65170,ATTACK
10643,230,548,115,12463,467,222,10922,63270,60539,BENIGN
13083,343,353,84,6920,479,315,8987,64618,59017,BENIGN
11601,321,389,94,10750,444,303,9022,62330,63289,BENIGN
10458,271,400,136,19527,393,214,10294,61823,59554,BENIGN
11534,258,549,137,7848,452,280,7699,65215,59174,BENIGN
9753,217,531,127,14443,392,313,13266,64795,60015,BENIGN
9124,268,470,101,12847,531,332,11874,61258,59603,BENIGN
78852,1011,1795,498,117862,1257,1058,61429,65351,65174,ATTACK
69725,1013,1830,308,109677,1938,1376,60494,65206,65465,ATTACK
69942,1340,1911,566,197202,1408,1334,49831,65447,65244,ATTACK
14769,261,404,143,22659,394,266,9117,60833,64764,BENIGN
